replicate,arm,round,entropy,coverage,unique_fraction,quality,population_fraction
0,guided,4,0.9221804688852169,0.9375,1.0,0.9610902344426084,1.0
1,raw_replace,4,0.7400841329077006,0.875,0.6666666666666666,0.7033753997871837,1.0
1,anchored,4,0.9472380046763882,1.0,0.9166666666666666,0.9319523356715274,1.0
1,verified,4,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
1,guided,4,0.9770584128823787,1.0,1.0,0.9885292064411894,1.0
2,raw_replace,4,0.9048019349108978,1.0,1.0,0.9524009674554489,1.0
2,anchored,4,0.923932064133419,1.0,0.7916666666666666,0.8577993654000429,1.0
2,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
2,guided,4,0.9679502303770247,1.0,1.0,0.9839751151885123,1.0
3,raw_replace,4,0.9600034208180119,1.0,1.0,0.980001710409006,1.0
3,anchored,4,0.8837799781352492,1.0,0.9166666666666666,0.9002233224009579,1.0
3,verified,4,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
3,guided,4,0.8647869792568113,0.875,1.0,0.9323934896284056,1.0
4,raw_replace,4,0.8625162867314473,0.9375,1.0,0.9312581433657237,1.0
4,anchored,4,0.9043119759947809,1.0,0.8333333333333334,0.8688226546640572,1.0
4,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
4,guided,4,0.7835996092623194,0.75,1.0,0.8917998046311597,1.0
5,raw_replace,4,0.7394077624257146,0.9375,0.875,0.8072038812128572,1.0
5,anchored,4,0.9834959657102965,1.0,1.0,0.9917479828551483,1.0
5,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
5,guided,4,0.9897869792568113,1.0,1.0,0.9948934896284056,1.0
6,raw_replace,4,0.8308304119401305,0.9375,0.9166666666666666,0.8737485393033986,1.0
6,anchored,4,0.9032968600027151,1.0,0.5,0.7016484300013576,1.0
6,verified,4,0.9468621098808416,0.9375,1.0,0.9734310549404208,1.0
6,guided,4,0.8545739585136224,0.875,1.0,0.9272869792568113,1.0
7,raw_replace,4,0.8003859978022296,0.9375,0.875,0.8376929989011148,1.0
7,anchored,4,0.9049594640141303,1.0,0.5,0.7024797320070651,1.0
7,verified,4,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
7,guided,4,0.8805138022185501,0.875,1.0,0.9402569011092751,1.0
8,raw_replace,4,0.9126284966245758,1.0,0.9583333333333334,0.9354809149789546,1.0
8,anchored,4,0.9193296113666758,1.0,1.0,0.9596648056833379,1.0
8,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
8,guided,4,0.8545739585136224,0.875,1.0,0.9272869792568113,1.0
9,raw_replace,4,0.9870195198164133,1.0,1.0,0.9935097599082067,1.0
9,anchored,4,0.885851734011206,1.0,0.5833333333333334,0.7345925336722696,1.0
9,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
9,guided,4,0.8647869792568113,0.875,1.0,0.9323934896284056,1.0
10,raw_replace,4,0.9244432292554627,1.0,1.0,0.9622216146277314,1.0
10,anchored,4,0.8821847494905908,1.0,1.0,0.9410923747452954,1.0
10,verified,4,0.9962253918720911,1.0,1.0,0.9981126959360456,1.0
10,guided,4,0.9897869792568113,1.0,1.0,0.9948934896284056,1.0
11,raw_replace,4,0.8650695419172446,1.0,0.9583333333333334,0.911701437625289,1.0
11,anchored,4,0.8748763013407352,1.0,0.6666666666666666,0.770771484003701,1.0
11,verified,4,0.947178596614186,0.9375,1.0,0.9735892983070931,1.0
11,guided,4,0.9806510735944582,1.0,1.0,0.9903255367972291,1.0
12,raw_replace,4,0.878513779124561,0.9375,1.0,0.9392568895622805,1.0
12,anchored,4,0.8968701478330477,1.0,0.625,0.7609350739165239,1.0
12,verified,4,1.0,1.0,1.0,1.0,1.0
12,guided,4,0.9521722661759138,1.0,1.0,0.9760861330879569,1.0
13,raw_replace,4,0.8812790234944615,0.9375,1.0,0.9406395117472308,1.0
13,anchored,4,0.9264181030278731,1.0,0.875,0.9007090515139365,1.0
13,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
13,guided,4,0.9795739585136224,1.0,1.0,0.9897869792568113,1.0
14,raw_replace,4,0.8292477551929284,1.0,0.9166666666666666,0.8729572109297975,1.0
14,anchored,4,0.8845021659192049,1.0,0.7916666666666666,0.8380844162929357,1.0
14,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
14,guided,4,0.9897869792568113,1.0,1.0,0.9948934896284056,1.0
15,raw_replace,4,0.8515517119103748,0.875,1.0,0.9257758559551874,1.0
15,anchored,4,0.9681690275600452,1.0,0.875,0.9215845137800226,1.0
15,verified,4,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
15,guided,4,0.9746171387190858,1.0,1.0,0.9873085693595429,1.0
0,raw_replace,5,0.8538472893884789,0.875,0.9583333333333334,0.9060903113609061,1.0
0,anchored,5,0.9053882312882546,1.0,0.625,0.7651941156441273,1.0
0,verified,5,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
0,guided,5,0.896240625180289,0.9375,1.0,0.9481203125901445,1.0
1,raw_replace,5,0.7400841329077006,0.875,0.6666666666666666,0.7033753997871837,1.0
1,anchored,5,0.9460632000452285,1.0,0.9166666666666666,0.9313649333559475,1.0
1,verified,5,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
1,guided,5,0.9780647017825275,1.0,1.0,0.9890323508912637,1.0
2,raw_replace,5,0.9048019349108978,1.0,1.0,0.9524009674554489,1.0
2,anchored,5,0.9184256689503368,1.0,0.7916666666666666,0.8550461678085017,1.0
2,verified,5,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
2,guided,5,0.9798296054638342,1.0,1.0,0.9899148027319171,1.0
3,raw_replace,5,0.9600034208180119,1.0,1.0,0.980001710409006,1.0
3,anchored,5,0.909763779124561,1.0,0.9166666666666666,0.9132152228956139,1.0
3,verified,5,0.9974835945813941,1.0,1.0,0.9987417972906971,1.0
3,guided,5,0.8545739585136224,0.875,1.0,0.9272869792568113,1.0
4,raw_replace,5,0.837600633288193,0.9375,0.9166666666666666,0.8771336499774298,1.0
4,anchored,5,0.8935565638180344,1.0,0.7916666666666666,0.8426116152423505,1.0
4,verified,5,1.0,1.0,1.0,1.0,1.0
4,guided,5,0.8292196801770693,0.9375,1.0,0.9146098400885346,1.0
5,raw_replace,5,0.7287706152641016,0.9375,0.8333333333333334,0.7810519742987174,1.0
5,anchored,5,0.9762360849643925,1.0,0.9166666666666666,0.9464513758155295,1.0
5,verified,5,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
5,guided,5,0.9897869792568113,1.0,1.0,0.9948934896284056,1.0
6,raw_replace,5,0.7789883817442439,0.875,0.9166666666666666,0.8478275242054553,1.0
6,anchored,5,0.8904471859955858,1.0,0.5416666666666666,0.7160569263311263,1.0
6,verified,5,0.9468621098808416,0.9375,1.0,0.9734310549404208,1.0
6,guided,5,0.8545739585136224,0.875,1.0,0.9272869792568113,1.0
7,raw_replace,5,0.7825283627611919,0.9375,0.8333333333333334,0.8079308480472627,1.0
7,anchored,5,0.899761588259838,1.0,0.5,0.699880794129919,1.0
7,verified,5,0.9987417972906971,1.0,1.0,0.9993708986453486,1.0
7,guided,5,0.8805138022185501,0.9375,1.0,0.9402569011092751,1.0
8,raw_replace,5,0.9093514628584785,1.0,0.9166666666666666,0.9130090647625726,1.0
