family,regime,window,noise,horizon_bin,count,class_accuracy,forecast_success_rate,median_radius_error,median_forecast_nrmse,p90_forecast_nrmse
random_split,post_lag,16,1e-05,1_to_2,84409,0.7280503263869966,0.8993353789287872,0.0047265208005,0.00933665503684,0.111000521439
random_split,post_lag,16,1e-05,ge_2,50691,0.6216882681343828,0.8558915783866958,0.0106923091059,0.0149332107063,0.122069059552
random_split,post_lag,16,1e-08,0.5_to_1,14832,0.7833063646170443,0.8708872707659115,0.00247007032213,0.00811267969357,0.131905870516
random_split,post_lag,16,1e-08,1_to_2,84409,0.7280029380753237,0.899323531850869,0.00472836349947,0.00933705578997,0.111000521621
random_split,post_lag,16,1e-08,ge_2,50691,0.6216685407666055,0.8558915783866958,0.0106887013243,0.0149287561209,0.122069059552
random_split,post_lag,32,0,1_to_2,14832,0.9317017259978425,0.9962918015102481,0.000430830082369,0.000372618248754,0.0107049240439
random_split,post_lag,32,0,ge_2,135100,0.8396743153219837,0.989259807549963,0.00125212440832,0.000558368578523,0.0183235276141
random_split,post_lag,32,0.001,1_to_2,14832,0.8578748651564185,0.9962918015102481,0.00111831983613,0.000849777417766,0.010802736716
random_split,post_lag,32,0.001,ge_2,135100,0.7240488527017025,0.9892746113989638,0.00353157460361,0.000956771142702,0.0186167231269
random_split,post_lag,32,1e-05,1_to_2,14832,0.9298813376483279,0.9962918015102481,0.000440181213481,0.000370652976712,0.0107064658621
random_split,post_lag,32,1e-05,ge_2,135100,0.8270244263508513,0.989259807549963,0.0013954005956,0.000562425590019,0.0183237905485
random_split,post_lag,32,1e-08,1_to_2,14832,0.9317017259978425,0.9962918015102481,0.000430830240722,0.000372618134638,0.0107049233738
random_split,post_lag,32,1e-08,ge_2,135100,0.8395558845299778,0.989259807549963,0.00125212383853,0.000558368360267,0.018323527817
random_split,post_lag,64,0,ge_2,149932,0.9060907611450524,0.9981658351786143,0.000480994867127,5.32502682791e-06,0.00215265976419
random_split,post_lag,64,0.001,ge_2,149932,0.49723207854227247,0.9981591654883547,0.09652192934,6.77260129401e-05,0.00224610844333
random_split,post_lag,64,1e-05,ge_2,149932,0.7608115679107862,0.9981658351786143,0.00123557331168,5.79979054405e-06,0.00215321083237
random_split,post_lag,64,1e-08,ge_2,149932,0.8915841848304564,0.9981658351786143,0.000516849228969,5.32504257805e-06,0.0021526598363
slow,origin,8,0,0.5_to_1,55686,0.0,0.0,7.04287078612e-06,0.868045393172,1.066428013
slow,origin,8,0,1_to_2,28295,0.0,0.0,0.832150787658,0.785562005206,0.859045246468
slow,origin,8,0,lt_0.5,62961,0.0,0.0,2.3319546294e-09,0.601929138503,0.606475874093
slow,origin,8,0.001,0.5_to_1,55686,0.0,0.0,0.000696560132646,0.867110801302,1.06657386056
slow,origin,8,0.001,1_to_2,28295,0.0,0.0,0.833064832885,0.785563048575,0.859045246559
