worker,schema_index,family,schema,max_lag,branch_count,window,window_start,regime,horizon_ratio,horizon_bin,noise,true_radius,true_class,estimated_order,recovered_radius,recovered_class,radius_error,class_correct,forecast_nrmse,forecast_success,signal_rms
14,2936,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0.001,0.987757517863,alternating,1,1.0568461854,alternating,0.069088667538,1,1.7867852147,0,1.04127927827
11,7292,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-05,0.987757517863,alternating,1,1.05670072177,alternating,0.068943203904,1,1.7817983472,0,1.04127927827
30,10114,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-05,0.987757517863,alternating,1,1.05670016698,alternating,0.0689426491196,1,1.78176072352,0,1.04127927827
10,5533,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-05,0.987757517863,alternating,1,1.05669944673,alternating,0.0689419288632,1,1.78173582956,0,1.04127927827
24,4845,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-08,0.987757517863,alternating,1,1.05669872334,alternating,0.068941205473,1,1.78170257273,0,1.04127927827
30,10114,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-08,0.987757517863,alternating,1,1.05669872263,alternating,0.06894120477,1,1.78170254104,0,1.04127927827
14,2936,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-08,0.987757517863,alternating,1,1.05669872231,alternating,0.0689412044519,1,1.7817025266,0,1.04127927827
10,5533,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-08,0.987757517863,alternating,1,1.05669872226,alternating,0.0689412044012,1,1.78170250296,0,1.04127927827
11,7292,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-08,0.987757517863,alternating,1,1.05669872184,alternating,0.0689412039806,1,1.78170249061,0,1.04127927827
28,3264,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,1e-08,0.987757517863,alternating,1,1.05669872136,alternating,0.0689412034969,1,1.78170247687,0,1.04127927827
30,10114,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0,0.987757517863,alternating,1,1.05669871997,alternating,0.0689412021033,1,1.78170241422,0,1.04127927827
28,3264,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0,0.987757517863,alternating,1,1.05669871997,alternating,0.0689412021033,1,1.78170241422,0,1.04127927827
24,4845,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0,0.987757517863,alternating,1,1.05669871997,alternating,0.0689412021033,1,1.78170241422,0,1.04127927827
20,877,random_split,4:6;5:1;6:38,6,45,8,6,post_lag,1.33333333333,1_to_2,0,0.987757517863,alternating,1,1.05669871997,alternating,0.0689412021033,1,1.78170241422,0,1.04127927827
